"Product ID";"Brand";"Product Name";"Image URL";"Deeplink URL"
"11008296";"Apple";"Apple iPhone XR Dual SIM 64GB coral";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/296/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-64gb-coral_11008296"
"11008297";"Apple";"Apple iPhone XR Dual SIM 128GB coral";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/297/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-128gb-coral_11008297"
"11008298";"Apple";"Apple iPhone XR Dual SIM 256GB coral";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/298/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-256gb-coral_11008298"
"11008299";"Apple";"Apple iPhone XR Dual SIM 64GB red [(PRODUCT) RED Special Edition]";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/299/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-64gb-red-product-red-special-edition_11008299"
"11008300";"Apple";"Apple iPhone XR Dual SIM 128GB red [(PRODUCT) RED Special Edition]";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/300/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-128gb-red-product-red-special-edition_11008300"
"11008301";"Apple";"Apple iPhone XR Dual SIM 256GB red [(PRODUCT) RED Special Edition]";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/301/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xr-dual-sim-256gb-red-product-red-special-edition_11008301"
"11008302";"Apple";"Apple iPhone XS Dual SIM 64GB silver";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/302/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-dual-sim-64gb-silver_11008302"
"11008303";"Apple";"Apple iPhone XS Dual SIM 256GB silver";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/303/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-dual-sim-256gb-silver_11008303"
"11008304";"Apple";"Apple iPhone XS Dual SIM 512GB silver";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/304/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-dual-sim-512gb-silver_11008304"
"11008305";"Apple";"Apple iPhone XS Dual SIM 64GB space grey";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/305/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-dual-sim-64gb-space-grey_11008305"
"11008306";"Apple";"Apple iPhone XS Dual SIM 256GB space grey";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/306/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-dual-sim-256gb-space-grey_11008306"
"11008307";"Apple";"Apple iPhone XS Dual SIM 512GB space grey";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/307/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-dual-sim-512gb-space-grey_11008307"
